0.000000000000000000e+00,1.000000000000000021e-02,8.777974603146164734e-01,8.775476342031834909e-01,8.772979503766773490e-01,0.000000000000000000e+00,-1.395257195322814336e-01
0.000000000000000000e+00,5.357894736842105932e-01,6.284966891661486477e-01,6.061380473510833422e-01,5.855092009933773323e-01,8.246324735683480123e-01,-2.170341106150183386e+00
0.000000000000000000e+00,1.061578947368421177e+00,6.250310614995148173e-01,6.019088059145297764e-01,5.806669766475921479e-01,9.567621527995008313e-01,-2.473465971243557160e+00
0.000000000000000000e+00,1.587368421052631762e+00,6.231776935289257136e-01,5.996786139808527594e-01,5.781387271982928455e-01,1.011467493288572994e+00,-2.592845417978925315e+00
0.000000000000000000e+00,2.113157894736842124e+00,6.218772794060987152e-01,5.981562570990551775e-01,5.764174015222677250e-01,1.038483444192696004e+00,-2.653851187423397207e+00
0.000000000000000000e+00,2.638947368421052708e+00,6.209800317694345040e-01,5.970662440873212296e-01,5.752001049096190366e-01,1.053723514349886647e+00,-2.689304199982782251e+00
0.000000000000000000e+00,3.164736842105263293e+00,6.202282609180741479e-01,5.961982747757700318e-01,5.742113775154915611e-01,1.063028269389571401e+00,-2.711628866348271938e+00
0.000000000000000000e+00,3.690526315789473877e+00,6.196028329143254965e-01,5.954778567870057104e-01,5.734153864503832576e-01,1.068982608451210403e+00,-2.726416981377083548e+00
0.000000000000000000e+00,4.216315789473684461e+00,6.190894687676536945e-01,5.948680207702317091e-01,5.727429777940601374e-01,1.072901321949071507e+00,-2.736555792635096740e+00
0.000000000000000000e+00,4.742105263157895045e+00,6.186776882815311351e-01,5.943641439984096442e-01,5.721777520158072283e-01,1.075534671469182912e+00,-2.743707556008912807e+00
0.000000000000000000e+00,5.267894736842105630e+00,6.182894786928675446e-01,5.939238325052783596e-01,5.716694244467193098e-01,1.077275655299381407e+00,-2.748767795933002134e+00
0.000000000000000000e+00,5.793684210526316214e+00,6.179314710074184092e-01,5.935158152808256427e-01,5.712219461318173153e-01,1.078417343505590598e+00,-2.752395855915972245e+00
0.000000000000000000e+00,6.319473684210526798e+00,6.176072262335435825e-01,5.931465708295924344e-01,5.708172335169346967e-01,1.079130751810981614e+00,-2.754982087955414105e+00
0.000000000000000000e+00,6.845263157894737382e+00,6.173106802704924068e-01,5.928090040413166451e-01,5.704473647064867148e-01,1.079534534706243942e+00,-2.756801281857023778e+00
0.000000000000000000e+00,7.371052631578947967e+00,6.170633081091013716e-01,5.925286897268035036e-01,5.701411640493856403e-01,1.079751549013095335e+00,-2.758134487431337600e+00
0.000000000000000000e+00,7.896842105263158551e+00,6.168264900358938485e-01,5.922440449967641962e-01,5.698297903793910768e-01,1.079764242302652111e+00,-2.758955324515226071e+00
0.000000000000000000e+00,8.422631578947369135e+00,6.166120054698313036e-01,5.919830307417754955e-01,5.695448151542026327e-01,1.079655004213003089e+00,-2.759452288605139803e+00
0.000000000000000000e+00,8.948421052631578831e+00,6.164121852848806205e-01,5.917402627769638990e-01,5.692799743011882629e-01,1.079452209858328571e+00,-2.759693609116010027e+00
0.000000000000000000e+00,9.474210526315790304e+00,6.161795287083995376e-01,5.914844699489933966e-01,5.689972871347326322e-01,1.079201392844474139e+00,-2.759793993756650909e+00
0.000000000000000000e+00,1.000000000000000000e+01,6.160012025386246703e-01,5.912700932962019484e-01,5.687635865406188707e-01,1.078871980170818645e+00,-2.759672310344454704e+00
3.157894736842105088e-01,1.000000000000000021e-02,9.038483789676554636e-01,9.037513771520938599e-01,9.036543961616466669e-01,0.000000000000000000e+00,-8.970698382973651963e-02
3.157894736842105088e-01,5.357894736842105932e-01,6.314607802777122414e-01,6.097749530763021397e-01,6.019850446291460377e-01,6.666936447410035660e-01,-1.729879464107833220e+00
3.157894736842105088e-01,1.061578947368421177e+00,6.277970169825923819e-01,6.052705826501112440e-01,5.845034748915225453e-01,8.205842329154480197e-01,-2.153836950259887306e+00
3.157894736842105088e-01,1.587368421052631762e+00,6.258070808424007758e-01,6.028531684677228553e-01,5.817359257359950853e-01,8.998122077104285799e-01,-2.351839108136044132e+00
3.157894736842105088e-01,2.113157894736842124e+00,6.245120117653135683e-01,6.012797872400835741e-01,5.799357423855450167e-01,9.506418439501892470e-01,-2.465494128772959481e+00
3.157894736842105088e-01,2.638947368421052708e+00,6.235278320308910160e-01,6.000939667634758168e-01,5.786076368429960981e-01,9.844652291689833801e-01,-2.538273857922078491e+00
3.157894736842105088e-01,3.164736842105263293e+00,6.227503095765819507e-01,5.991667530173775402e-01,5.775381649780098048e-01,1.007414354993973138e+00,-2.588200074623743241e+00
3.157894736842105088e-01,3.690526315789473877e+00,6.220682647069819549e-01,5.983676833110965765e-01,5.766449922330807443e-01,1.023700655680001681e+00,-2.624165827901541626e+00
3.157894736842105088e-01,4.216315789473684461e+00,6.215079223550445953e-01,5.977170747073713430e-01,5.759220430456032380e-01,1.035667483156852198e+00,-2.650945410255679757e+00
3.157894736842105088e-01,4.742105263157895045e+00,6.210730271390967339e-01,5.971683894479266064e-01,5.753149933641585889e-01,1.044705667363545532e+00,-2.671432575357863826e+00
3.157894736842105088e-01,5.267894736842105630e+00,6.206617297553599366e-01,5.966912365342561531e-01,5.747546219290150527e-01,1.051688426502753959e+00,-2.687471992006706500e+00
3.157894736842105088e-01,5.793684210526316214e+00,6.202787729416522344e-01,5.962489429761830273e-01,5.742619887437467874e-01,1.057165115891524065e+00,-2.700219180185587486e+00
3.157894736842105088e-01,6.319473684210526798e+00,6.199349960178921481e-01,5.958529855158198885e-01,5.738245008285248749e-01,1.061521734069492018e+00,-2.710502205099520889e+00
3.157894736842105088e-01,6.845263157894737382e+00,6.196223546396366633e-01,5.954935901700091350e-01,5.734279436468894264e-01,1.065022267983024129e+00,-2.718888448280524894e+00
3.157894736842105088e-01,7.371052631578947967e+00,6.193375684967481476e-01,5.951670633709964520e-01,5.730682870856660394e-01,1.067860483806286620e+00,-2.725797826095918808e+00
3.157894736842105088e-01,7.896842105263158551e+00,6.190915076284781993e-01,5.948639466208616167e-01,5.727344574967814239e-01,1.070172595923928105e+00,-2.731525001242401274e+00
3.157894736842105088e-01,8.422631578947369135e+00,6.188612040296983530e-01,5.945810439289616056e-01,5.724229141798004017e-01,1.072063825216842625e+00,-2.736300231329460431e+00
3.157894736842105088e-01,8.948421052631578831e+00,6.186672808623617792e-01,5.943476641559958251e-01,5.721534165025645713e-01,1.073641720807483324e+00,-2.740358105096996510e+00
3.157894736842105088e-01,9.474210526315790304e+00,6.184642130639275148e-01,5.941177679358434771e-01,5.718808928549024007e-01,1.074925228164557822e+00,-2.743749009222250734e+00
3.157894736842105088e-01,1.000000000000000000e+01,6.182683325690325749e-01,5.938951797626599305e-01,5.716347218508815997e-01,1.075974436328908768e+00,-2.746598522898315409e+00
6.315789473684210176e-01,1.000000000000000021e-02,9.261900284756605650e-01,9.261574350640966458e-01,9.261250538968970325e-01,0.000000000000000000e+00,-8.772394515936408899e-02
