,q,r,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,-1.0,init,0.3176632946750242,1.0,0.3176632946750242,False
0,0.8333333333333334,-0.9,init,0.3840498126472231,1.0,0.3176632946750242,False
0,1.0,-0.6666666666666666,init,0.4249372166050127,1.0,0.3840498126472231,False
0,0.6821176596253842,-0.9865829384888648,S1,0.31002472742002696,0.998939656621987,0.4249372166050127,False
0,0.6958393315018805,-1.0,S1,0.3313198649462778,1.0,0.4249372166050127,False
0,0.8169982472671008,-0.8887393424514911,S1,0.3554298616131161,1.0,0.4249372166050127,False
0,0.6962781806123715,-0.9674326666851242,S1,0.3314051044052698,0.9986506157121511,0.4249372166050127,False
0,0.8044818769530736,-0.9069892852856896,S1,0.3600021031206597,1.0,0.4249372166050127,False
0,0.8244737032876481,-0.8685672535863815,S1,0.3720743006285851,1.0,0.4249372166050127,False
0,0.7970199411323559,-0.8673670102789539,S1,0.3659615142066962,1.0,0.4249372166050127,False
0,0.7207227728153042,-0.9557729419822667,S1,0.3386600144763056,1.0,0.4249372166050127,False
0,0.8460313074544883,-0.8599531998437432,S1,0.3678796121436662,1.0,0.4249372166050127,False
0,0.7223924511958442,-1.0,S1,0.35245282443515374,1.0,0.4249372166050127,False
0,0.7501304413284778,-0.9732987375550497,S1,0.4010443277486964,1.0,0.4249372166050127,False
0,0.8547598374904699,-0.9086568509295039,S1,0.3612739474003927,1.0,0.4249372166050127,False
0,0.8750256341834665,-0.8935415284398434,S1,0.3775183806724159,1.0,0.4249372166050127,False
0,0.7849823612977909,-0.9445554038964261,S1,0.35948313167526763,1.0,0.4249372166050127,False
0,0.7265793132987242,-0.9300100881141564,S1,0.3316035601422541,0.9984708972926986,0.4249372166050127,False
0,0.7406185899525422,-0.902567179406188,S1,0.330823026755079,0.9982391316878754,0.4249372166050127,False
0,1.0,-0.6863478322706963,S1,0.37836814925526796,1.0,0.4249372166050127,False
0,0.7017529811505527,-0.9225415652888704,S1,0.3248442157495312,0.9868748597379428,0.4249372166050127,False
0,0.7504260931090947,-0.873422209786887,S1,0.33620613067982885,0.993349673679355,0.4249372166050127,False
0,0.980089227156898,-0.6872850648334268,S1,0.3785294970075312,1.0,0.4249372166050127,False
0,0.7756603670521155,-0.983620128787682,S1,0.3628482375139923,1.0,0.4249372166050127,False
0,0.8246691101946808,-0.8401864505101682,S1,0.35434737701599783,1.0,0.4249372166050127,False
0,0.9810251344470347,-0.6524941764058574,S1,0.37390493008947595,1.0,0.4249372166050127,False
0,0.8473149594805915,-0.8246691101946808,S1,0.3738805546206369,1.0,0.4249372166050127,False
0,0.802014901031725,-0.8246691101946808,S1,0.3485660464067615,1.0,0.4249372166050127,False
0,0.6672779385106532,-0.9554928263754504,S1,0.3127418386194291,0.9842189698440689,0.4249372166050127,False
0,0.8728889354561826,-0.8246691101946808,S1,0.35692792775713117,1.0,0.4249372166050127,False
0,0.8184259109436129,-0.9457849781127114,S1,0.3714918575213693,1.0,0.4249372166050127,False
0,0.8969351498364948,-0.8246691101946808,S1,0.3757306636586632,1.0,0.4249372166050127,False
0,0.7974191726790885,-0.8026231896317035,S1,0.3674387214177589,1.0,0.4249372166050127,False
0,0.8413749901260101,-0.7961582282799806,S1,0.35517882262444794,1.0,0.4249372166050127,False
0,0.8246691101946808,-0.7736055976419965,S1,0.3686587693798014,1.0,0.4249372166050127,False
0,1.0,-0.6370320729700643,S1,0.37692755135909756,1.0,0.4249372166050127,False
0,0.7681236919975398,-0.8216212227121367,S1,0.3558877867362277,1.0,0.4249372166050127,False
0,0.708418845228485,-0.8887400139634,S1,0.30681244001853225,1.0,0.4249372166050127,False
0,0.9199241915875436,-0.8246691101946808,S1,0.3504826262720005,1.0,0.4249372166050127,False
0,0.9538428951689861,-0.6924014823217226,S1,0.38064747278802913,1.0,0.4249372166050127,False
0,0.9143207352952876,-0.8000542474259974,S1,0.3738882268676425,1.0,0.4249372166050127,False
0,1.0,-0.7110740187305078,S1,0.37107548084793535,1.0,0.4249372166050127,False
0,0.9087620932200584,-0.7719544037094377,S1,0.38125491128524713,1.0,0.4249372166050127,False
0,0.9108124831080802,-0.7406434621046618,S1,0.3769354024511768,1.0,0.4249372166050127,False
0,1.0,-0.6158893802744823,S1,0.390721388409935,1.0,0.4249372166050127,False
0,0.8555460525611216,-0.7565221182105923,S1,0.3768594876068216,1.0,0.4249372166050127,False
0,0.7340352282453273,-0.8380400295005404,S1,0.3559324045553928,1.0,0.4249372166050127,False
0,0.9559104404177339,-0.7336738731590657,S1,0.3637175157622197,1.0,0.4249372166050127,False
0,0.8246691101946808,-0.7450420853945678,S1,0.35623277901091366,1.0,0.4249372166050127,False
0,0.9271839289670767,-0.6855569373474575,S1,0.37394893241865945,1.0,0.4249372166050127,False
0,0.8246691101946808,-0.9710686852197357,S1,0.36874857809648465,1.0,0.4249372166050127,False
0,0.7748248732254083,-0.7826204414822553,S1,0.3226861824733037,1.0,0.4249372166050127,False
0,0.8839285333702604,-0.7148302919703415,S1,0.36443366899755625,1.0,0.4249372166050127,False
0,0.8246691101946808,-0.7183856366631272,S1,0.36062766242150596,0.7525429927076275,0.4249372166050127,False
0,0.9539939198903202,-0.7682797204340699,S1,0.3730286443303401,1.0,0.4249372166050127,False
0,0.9004998758016467,-0.8920517896557301,S1,0.38860399227809783,1.0,0.4249372166050127,False
0,1.0,-0.5945910836844561,S1,0.3865560265768976,1.0,0.4249372166050127,False
0,0.9271816381762399,-0.867489520985587,S1,0.38251768258175106,1.0,0.4249372166050127,False
0,0.7165533116663809,-0.8246691101946808,S1,0.3421662928285769,1.0,0.4249372166050127,False
0,0.9804058749921198,-0.770389909493908,S1,0.42039565832012693,1.0,0.4249372166050127,False
0,0.9525210605325971,-0.8246691101946808,S1,0.3957155196925426,1.0,0.4249372166050127,False
0,0.8042183060838679,-1.0,S1,0.3737717219392061,1.0,0.4249372166050127,False
0,0.9618406105449462,-0.6306674509740491,S1,0.3818221945582622,1.0,0.4249372166050127,False
0,0.3333333333333333,1.0,S3,2.357142857142857,1.0,0.4249372166050127,True
0,0.3333333333333333,0.06947902190044986,S3,2.357142857142857,1.0,0.4249372166050127,True
0,1.0,0.5328143091920066,S3,0.4385198847674314,0.9930078436233836,0.4249372166050127,True
0,1.0,1.0,S3,0.4840625679687079,1.0,0.4249372166050127,True
0,1.0,-0.022723475703732787,S3,0.3521458998118014,0.6751281112226065,0.4249372166050127,True
0,0.3333333333333333,-0.44752044509965794,S3,0.49594009617632945,1.0,0.4249372166050127,True
0,0.3333333333333333,0.5348262921060256,S3,2.357142857142857,1.0,0.4249372166050127,True
0,0.6578471355330366,0.7533088980531915,S3,2.357142857142857,1.0,0.4249372166050127,True
0,0.6812239889214438,0.21132050826492565,S3,0.46867968314399056,0.9517437295816207,0.4249372166050127,True
0,0.6997633137994129,-0.27027075100563835,S3,0.35943100701030556,0.44213954608777056,0.4249372166050127,True
0,0.3333333333333333,-0.7965544429346644,S3,0.33604048338543935,0.2400724389062062,0.4249372166050127,True
0,1.0,-0.29583965239758625,S3,0.352370104457569,0.9882844983301503,0.4249372166050127,False
0,1.0,-0.3150251524318998,S1,0.3659025493751058,0.7112214032907469,0.4249372166050127,False
0,1.0,-0.27163698377318257,S1,0.36625026525319887,0.9527844821744761,0.4249372166050127,False
0,0.983929466060216,-0.2643777225184716,S1,0.36851037109707335,0.7478243814825533,0.4249372166050127,False
0,0.9827209966691148,-0.30041636881555345,S1,0.3719442340399392,0.974965408525835,0.4249372166050127,False
0,1.0,-0.25213781842195226,S1,0.3627063438140847,0.8254312819430695,0.4249372166050127,False
0,0.9726703656333032,-0.258079139636883,S1,0.3627718118603906,0.6509406731056594,0.4249372166050127,False
0,0.9612429086796929,-0.2901325763918453,S1,0.3680073890128548,0.713020622149396,0.4249372166050127,False
0,1.0,-0.23678387468253492,S1,0.3608881629940128,0.7024740345813589,0.4249372166050127,False
0,1.0,-0.32721885037894116,S1,0.3431521326977775,0.9710504965343548,0.4249372166050127,False
0,1.0,-0.34197820492189757,S1,0.34925749800093453,0.9892055367937115,0.4249372166050127,False
0,1.0,-0.365479428870202,S1,0.3427980217279255,0.9838269904136154,0.4249372166050127,False
0,0.9676398806494279,-0.32740006362272617,S1,0.37382271571736453,0.9866264254769401,0.4249372166050127,False
0,1.0,-0.38702690325496136,S1,0.34657074572724306,0.993471997442924,0.4249372166050127,False
0,1.0,-0.40981105893019665,S1,0.35042452538245455,0.9958322561367516,0.4249372166050127,False
0,1.0,-0.7869791943254023,S1,0.38899540791584303,1.0,0.4249372166050127,False
0,0.963163864172406,-0.3582358587956261,S1,0.37252714896563927,0.7458802806541758,0.4249372166050127,False
0,0.9652735413583856,-0.8505365877622199,S1,0.3651056408211843,1.0,0.4249372166050127,False
0,1.0,-0.8246691101946808,S1,0.3918542027869029,1.0,0.4249372166050127,False
0,1.0,-0.8538795769716889,S1,0.3725340830969675,1.0,0.4249372166050127,False
0,0.9119357081826686,-0.6645883800565906,S1,0.35377756143192746,1.0,0.4249372166050127,False
0,0.9529408899592631,-0.6058355172599239,S1,0.3686744460003396,1.0,0.4249372166050127,False
0,1.0,-0.5703394420848225,S1,0.395967183345062,1.0,0.4249372166050127,False
0,1.0,-0.4340841370833272,S1,0.3378034632708046,1.0,0.4249372166050127,False
0,1.0,-0.5442068528748845,S1,0.36783446771697964,1.0,0.4249372166050127,False
0,1.0,-0.512673722449343,S1,0.362147021645542,1.0,0.4249372166050127,False
0,0.9642361566810038,-0.5684970745407409,S1,0.3841483431906731,1.0,0.4249372166050127,False
0,0.9342840645095751,-0.5828024540320406,S1,0.34769668354830735,1.0,0.4249372166050127,False
0,0.9717153902900475,-0.5207296805687183,S1,0.346564997756184,1.0,0.4249372166050127,False
0,0.9150215818923337,-0.6121309775211807,S1,0.3557951125631667,1.0,0.4249372166050127,False
0,1.0,-0.4715815898292391,S1,0.3499679143014336,1.0,0.4249372166050127,False
0,0.9106163100748448,-0.5738443776542127,S1,0.34681849100995243,1.0,0.4249372166050127,False
0,1.0,-0.8771434003543063,S1,0.3875266948964526,1.0,0.4249372166050127,False
0,0.9450241851713371,-0.5141556249275926,S1,0.35176152223878276,1.0,0.4249372166050127,False
0,0.7424389228759862,-0.7849003605619684,S1,0.3413847872940281,0.9977723496490102,0.4249372166050127,False
0,0.6936231089905482,-0.823051165614624,S1,0.3451075384378261,1.0,0.4249372166050127,False
0,0.8563632181274008,-0.9483913420666079,S1,0.3698763410432638,1.0,0.4249372166050127,False
0,0.8904670326411487,-0.6489180327864936,S1,0.3654838776984006,0.8591337788216994,0.4249372166050127,False
0,0.972168178191811,-0.8942116988430966,S1,0.4286308247266271,1.0,0.4249372166050127,False
0,0.9165992981482055,-0.5316733643665595,S1,0.34620323372040895,1.0,0.4286308247266271,False
0,0.7505383083375345,-0.7591514150496366,S1,0.36000867172103845,1.0,0.4286308247266271,False
0,0.9627870495349644,-0.4820461691246994,S1,0.34536095791389076,1.0,0.4286308247266271,False
0,0.6573735578595232,-0.9305322514312186,S1,0.30454990056604037,1.0,0.4286308247266271,False
0,0.667545744913223,-0.8902764746695617,S1,0.29359295377786543,0.9236022294073439,0.4286308247266271,False
0,0.9073232036762959,-0.9196342237587469,S1,0.4097449710724383,1.0,0.4286308247266271,False
0,0.7953288948629367,-0.7294204994611282,S1,0.35904500618083307,0.9982912885347025,0.4286308247266271,False
0,0.9114500677470312,-0.9459223553862095,S1,0.4180787368222622,1.0,0.4286308247266271,False
0,0.9444085982947752,-0.9324304114743442,S1,0.3759496348922562,1.0,0.4286308247266271,False
0,0.8436125074697055,-0.9934788664414431,S1,0.37610065204280846,1.0,0.4286308247266271,False
0,0.8692064325626183,-1.0,S1,0.36164024506330056,1.0,0.4286308247266271,False
0,0.6919778341104253,-0.7972069202634385,S1,0.3262699894919828,0.9984675757553421,0.4286308247266271,False
0,0.8868317441807751,-0.5690877437192502,S1,0.3570788756415493,1.0,0.4286308247266271,False
0,0.9599575235835253,-0.45406416247822273,S1,0.33785178202232435,0.993979316538959,0.4286308247266271,False
0,0.7133882558309046,-0.7618164703436314,S1,0.32092313346122653,1.0,0.4286308247266271,False
0,0.9109930611430401,-0.9776429450475004,S1,0.3857299121075384,1.0,0.4286308247266271,False
0,0.9711175808352228,-0.3969111310257335,S1,0.33761967025051587,0.985942059240344,0.4286308247266271,False
0,0.6423274402221613,-1.0,S1,0.3268751068137327,0.9899158378734821,0.4286308247266271,False
0,0.9962686675164603,-0.910266887752974,S1,0.35953233446177385,1.0,0.4286308247266271,False
0,0.6702568325769056,-0.8294419814447562,S1,0.30888785689927584,0.9990757184686189,0.4286308247266271,False
0,0.8989797243106987,-0.5158328738063692,S1,0.33716023411694035,0.9915628673553634,0.4286308247266271,False
0,0.7556731215831238,-0.7281853466853139,S1,0.32949852331436985,1.0,0.4286308247266271,False
0,0.9587205549152931,0.2551099367978911,S3,0.35120838233400775,0.4447615441128438,0.4286308247266271,True
0,0.6206315439531248,0.48703824190474476,S3,2.357142857142857,1.0,0.4286308247266271,True
0,0.740186930998453,1.0,S3,2.357142857142857,1.0,0.4286308247266271,True
0,0.3963967412354415,-0.18901668894559487,S3,1.858544284804596,0.9081218000668853,0.4286308247266271,False
0,0.4061865159146242,-0.20297382565220104,S1,1.8976115034824221,1.0,1.858544284804596,False
0,0.386530921025539,-0.20617607074774094,S1,1.8546979603854865,0.997498842962135,1.8976115034824221,False
0,0.4082911155144037,-0.17478259376006156,S1,1.870731136188406,1.0,1.8976115034824221,False
0,0.3791424571193408,-0.17527815899480179,S1,1.7920187298040045,0.9746297652581002,1.8976115034824221,False
0,0.39714367719508853,-0.15442761921311152,S1,1.8149644056716996,0.9830054102486283,1.8976115034824221,False
0,0.3939695361272627,-0.13384418119401864,S1,1.7750764168951525,0.9680842901453285,1.8976115034824221,False
0,0.3659130726787972,-0.21380790280549355,S1,1.8086408937177871,0.9808768081686896,1.8976115034824221,False
0,0.3998568743531276,-0.23060102520309705,S1,1.912688065070303,1.0,1.8976115034824221,False
0,0.4310705979653717,-0.17026838844048628,S1,1.916524500907503,1.0,1.913594844612057,False
0,0.399065441559369,-0.1137654426489124,S1,1.7598032761431093,0.9621998779924347,1.916524500907503,False
0,0.356246639673143,-0.1693473247243005,S1,1.706553808114839,0.9429223553865856,1.916524500907503,False
0,0.365006668244841,-0.131570416143929,S1,1.670167585810821,0.9283285597231455,1.916524500907503,False
0,0.40217015678037843,-0.25397664353582394,S1,1.938989368630264,1.0,1.916524500907503,False
0,0.42998481279662404,-0.22794383706969432,S1,1.9645392193691065,1.0,1.938989368630264,False
0,0.3398001463230861,-0.19501452137838982,S1,1.6924618554111432,0.938178328084109,1.9645392193691065,False
0,0.4318899973643447,-0.13184100328947818,S1,1.876987451929708,1.0,1.9645392193691065,False
0,0.3333333333333333,-0.15830516454296606,S1,1.595113791154573,0.8998305379921422,1.9645392193691065,False
0,0.4498106707657486,-0.12048855060971503,S1,1.9049195889648245,1.0,1.9645392193691065,False
0,0.4486682260903896,-0.20830203057702304,S1,1.9782316637356494,1.0,1.9645392193691065,False
0,0.46672316753032694,-0.1822089663699483,S1,1.9857906941026264,1.0,1.9782316637356494,False
0,0.37674389243921924,-0.10121029900862513,S1,1.6577841956227117,0.9228865539874145,1.9857906941026264,False
0,0.3860930879883073,-0.26850483878756337,S1,1.921912946942808,1.0,1.9857906941026264,False
0,0.4670285774488061,-0.22425442463078,S1,2.010379353299875,1.0,1.9857906941026264,False
0,0.39280414372790073,-0.28856375405880325,S1,1.9516837036069203,1.0,2.010379353299875,False
0,0.49136392220317204,-0.20793914063775473,S1,2.0260892323220925,1.0,2.010379353299875,False
0,0.4827138072218273,-0.15470472590839496,S1,1.9893510818805928,1.0,2.0260892323220925,False
0,0.5086642231386524,-0.17610357101016122,S1,2.027889980641671,1.0,2.0260892323220925,False
0,0.36590558778457877,-0.2856275344342875,S1,1.8971945015455431,1.0,2.027889980641671,False
0,0.5186647252072971,-0.1526880474468024,S1,2.026905154050033,1.0,2.027889980641671,False
0,0.5086642231386524,-0.22309741746159234,S1,2.0429112210031675,1.0,2.027889980641671,False
0,0.42355142404938495,-0.2819882673844793,S1,1.992114114105181,1.0,2.0429112210031675,False
0,0.4273098438961365,-0.09401826441392262,S1,1.8164657538464077,0.9835262827855238,2.0429112210031675,False
0,0.5086642231386524,-0.12494915067478468,S1,2.0035890632353137,1.0,2.0429112210031675,False
0,0.4581689268747205,-0.2688524596516805,S1,2.022293252863431,1.0,2.0429112210031675,False
0,0.5086642231386524,-0.25115383501464217,S1,2.0488446427296223,1.0,2.0429112210031675,False
0,0.5339059304920166,-0.22895054961951128,S1,2.054568133523406,1.0,2.0488446427296223,False
0,0.48076314338690535,-0.2851461525713062,S1,2.042791099113154,1.0,2.054568133523406,False
0,0.5086642231386524,-0.2878845217704764,S1,1.453317883433876,1.0,2.054568133523406,False
0,0.34477255012535196,-0.26586140545775194,S1,1.8206827991209134,0.9854155248514074,2.054568133523406,False
0,0.4665648266782299,-0.09334036016602157,S1,1.9122232406516118,1.0,2.054568133523406,False
0,0.545799876262858,-0.19965214051536806,S1,2.0545267700296046,1.0,2.054568133523406,False
0,0.540210281695511,-0.1392237220168418,S1,2.0381356406415603,1.0,2.054568133523406,False
0,0.5043687313035504,-0.09287873671218477,S1,1.9777356630360214,1.0,2.054568133523406,False
0,0.42986985719736,-0.07086387445039752,S1,1.7903924248700345,0.9735776984550365,2.054568133523406,False
0,0.5459975313604426,-0.255136646302728,S1,1.327722819333121,1.0,2.054568133523406,False
0,0.5690200053408727,-0.24373126523108474,S1,1.1542195469547158,1.0,2.054568133523406,False
0,0.5774070917249101,-0.20768469592477923,S1,1.3419303640742006,1.0,2.054568133523406,False
0,0.43955024820334515,-0.3058947473773248,S1,2.0212232029340322,1.0,2.054568133523406,False
0,0.5086642231386524,-0.31089461092925424,S1,1.192901412466992,1.0,2.054568133523406,False
0,0.5461602054277148,-0.2885634836506107,S1,1.108844098796112,1.0,2.054568133523406,False
0,0.599283967847279,-0.2094373451262458,S1,1.127855945967135,1.0,2.054568133523406,False
0,0.401924810217816,-0.31597062947242527,S1,1.9851102908482967,1.0,2.054568133523406,False
0,0.3333333333333333,-0.2873771957667826,S1,1.8179046275836528,0.9845806861682854,2.054568133523406,False
0,0.5086642231386524,-0.3334791653376417,S1,1.0978620454407384,1.0,2.054568133523406,False
0,0.5086642231386524,-0.07075605838048024,S1,1.9680719758387102,1.0,2.054568133523406,False
0,0.6042780836584509,-0.18500866451468437,S1,1.2553268433761446,1.0,2.054568133523406,False
0,0.5375855052893656,-0.09234098591728443,S1,2.0176176672173045,1.0,2.054568133523406,False
0,0.5654713197912069,-0.11053221956326306,S1,2.0451422784669515,1.0,2.054568133523406,False
0,0.3421533048957383,-0.31230858075802626,S1,1.8723426904057525,1.0,2.054568133523406,False
0,0.5926398224373474,-0.1414268141340304,S1,2.0608910102945845,1.0,2.054568133523406,False
0,0.3333333333333333,0.30263369018068087,S3,2.357142857142857,1.0,2.0608910102945845,True
0,0.916113725122769,0.7756998772630825,S3,1.9473224613398719,0.9191109651725152,2.0608910102945845,False
0,0.9045103363697965,0.788444863190516,S1,1.9124144167480859,1.0,2.0608910102945845,False
0,0.9306688958751407,0.7818050658234273,S1,1.9666344821886774,1.0,2.0608910102945845,False
0,0.938181846674211,0.7630219775603697,S1,1.991170132736674,1.0,2.0608910102945845,False
