,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6702279683455198,0.1269015037776299,-1.0,0.0,S1,-5.8311041186596535,0.43911211726401567,-5.8311041186596535,False
0,0.6688186562092219,0.07572907724804821,-1.0,0.013791345709932328,S1,-4.892291341642217,0.5760112866831886,-4.892291341642217,False
0,0.6632093041926479,0.04347108142303763,-1.0,0.0,S1,-4.277178795023449,0.6629226512027754,-4.277178795023449,False
0,0.6516198627020594,0.0,-1.0,0.0,S1,-2.7994718624239225,0.8837949705198087,-2.7994718624239225,False
0,0.6267436132816276,0.0,-1.0,0.0,S1,-2.8789097053374837,0.8779928882287388,-2.8789097053374837,False
0,0.5949171880789181,0.0,-1.0,0.0,S1,-2.8573177076970326,0.8717736807207179,-2.8573177076970326,False
0,0.5700475317581546,0.018189706192328715,-1.0,0.0,S1,-4.091284627597929,0.6830616736744508,-4.091284627597929,False
0,0.6144946860094669,0.0,-0.9538510059427587,0.0,S1,-2.9123180539475593,0.8695636276706081,-2.9123180539475593,False
0,0.6290207710882368,0.0,-1.0,0.06222379743699724,S1,-2.634943941245439,0.8736229676563374,-2.634943941245439,False
0,0.6675549208214704,0.0,-1.0,0.08166362952604136,S1,-2.7423681496243715,0.8792177445568529,-2.7423681496243715,False
0,0.6307324533524425,0.0,-1.0,0.14841173210581654,S1,-2.662918533159825,0.8663297775791945,-2.662918533159825,False
0,0.6659560110640204,0.001881804542405266,-0.9409812307544925,0.06379620416810461,S1,-2.9503498972450273,0.8485552027695206,-2.9503498972450273,False
0,0.5911309252684869,0.0,-1.0,0.12891332378657253,S1,-2.6367749052262326,0.8583050033957607,-2.6367749052262326,False
0,0.6735945902588673,0.0,-0.9066116027044131,0.0,S1,-2.849223754436612,0.8770025459164597,-2.849223754436612,False
0,0.7037260719650655,0.0,-0.9655640046658385,0.030719391931008005,S1,-2.801010989801758,0.8810303757379219,-2.801010989801758,False
0,0.7277758406540185,0.0,-1.0,0.0,S1,-2.8502769332407145,0.8853791451568106,-2.8502769332407145,False
