,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6663809591560129,0.07182676211295438,-1.0,0.006314914137603175,S1,-4.897342726824774,0.5403036483444446,-4.897342726824774,False
0,0.6784657997820881,0.07134010214809153,-1.0,0.013144590530221014,S1,-4.874015093364536,0.558426765937929,-4.874015093364536,False
0,0.6595980387941149,0.09744878674523248,-0.9789761183236184,0.0,S1,-5.476743028466875,0.48542921581147047,-5.476743028466875,False
0,0.6789742548678852,0.10846967745109083,-0.991520722352155,0.0,S1,-5.541145810568741,0.4681948204234728,-5.541145810568741,False
0,0.6629660302145728,0.03387053658351781,-1.0,0.0,S1,-4.213747854694351,0.6586866764538317,-4.213747854694351,False
0,0.6870270722309593,0.006288831975273973,-0.9878612284103889,0.018498005638360578,S1,-3.1922186869978857,0.8229542393748722,-3.1922186869978857,False
0,0.7132471662056189,0.0,-1.0,0.01914430786280296,S1,-2.81504404166328,0.8931540880538531,-2.81504404166328,False
0,0.7433505983386305,0.0,-1.0,0.0,S1,-2.8294023290787855,0.8867808185034859,-2.8294023290787855,False
0,0.738200762231523,0.0,-0.9518566847234295,0.0,S1,-2.865935783901609,0.8834921397047012,-2.865935783901609,False
0,0.6639802478328228,0.0,-0.9388494621436067,0.0,S1,-2.851053818376275,0.8777074010824613,-2.851053818376275,False
0,0.766573022034025,0.0,-1.0,0.030053030689277963,S1,-2.665259947972623,0.8993703252859444,-2.665259947972623,False
0,0.6957671112221507,0.0,-1.0,0.08156768741166624,S1,-2.7286997251043723,0.8795856866698778,-2.7286997251043723,False
0,0.7342601587832358,0.0,-0.9994890096601019,0.13297409663471554,S1,-2.6555157699395275,0.884288156570454,-2.6555157699395275,False
0,0.7752048840242223,0.0,-1.0,0.15145030130957618,S1,-2.5397096456922457,0.8989243587938064,-2.5397096456922457,False
0,0.6931699462046373,0.0,-0.8741240363665985,0.0,S1,-2.837282843529302,0.8792862585762369,-2.837282843529302,False
0,0.7549433465178618,0.0,-0.9166531396737072,0.07663101984151621,S1,-2.757641319716199,0.8803743515056661,-2.757641319716199,False
