,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6613026081743782,0.12229387738839671,-1.0,0.011724984742585397,S1,-5.610490445089229,0.4888366998713922,-5.610490445089229,False
0,0.6710218239562672,0.11326158735940992,-1.0,0.028595688370237966,S1,-5.61234850774585,0.4683603976256995,-5.61234850774585,False
0,0.6739100106118924,0.0737571735283043,-0.9933723742568394,0.0,S1,-4.929769885589638,0.5654157033526876,-4.929769885589638,False
0,0.6582800397410274,0.07145441712310566,-1.0,0.0,S1,-5.083880728398813,0.536184420799083,-5.083880728398813,False
0,0.6821686944838363,0.0333089531080777,-1.0,0.0,S1,-4.1100555572511155,0.6776512103360466,-4.1100555572511155,False
0,0.6785707211207547,0.0,-1.0,0.03075647709168855,S1,-2.851860216406286,0.8745422552790694,-2.851860216406286,False
0,0.6793673047632848,0.0,-1.0,0.10482517254751655,S1,-2.6364278581673775,0.8780808955264647,-2.6364278581673775,False
0,0.6585078122104394,0.0,-1.0,0.1513496452792051,S1,-2.6227183188159944,0.8680103476562355,-2.6227183188159944,False
0,0.6953989551720542,0.0,-0.9835051516649256,0.15910893653674163,S1,-2.623959765140297,0.8776577528486958,-2.623959765140297,False
0,0.7160191383030416,0.0,-1.0,0.027904923762480698,S1,-2.7261026759575815,0.8893585805900304,-2.7261026759575815,False
0,0.7497731109958443,0.0,-1.0,0.047760518994735934,S1,-2.671387269696596,0.8937243799677947,-2.671387269696596,False
0,0.6302306528227615,0.0,-0.9821190916257994,0.12917049850275686,S1,-2.560827888907376,0.8657264497217528,-2.560827888907376,False
0,0.7449150379018787,0.0,-1.0,0.15149912251866768,S1,-2.6592436311143044,0.8854780252385395,-2.6592436311143044,False
0,0.7745974425965048,0.0,-1.0,0.0,S1,-2.780185650859165,0.9023968385310351,-2.780185650859165,False
0,0.7626037121942381,0.031637878385129686,-0.9673131134253854,0.11501609098364955,S1,-3.543650960192465,0.7376230693477124,-3.543650960192465,False
0,0.7603089907201326,0.0,-0.949120459354547,0.0,S1,-2.8378670079301163,0.8849457545708028,-2.8378670079301163,False
