,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6758448290488754,0.10505172103803655,-0.9863888005292308,0.002567281895109238,S1,-5.4857400349053576,0.48915669295683617,-5.4857400349053576,False
0,0.6673878912891611,0.11726661828623014,-0.9762050198917422,0.01184139438274373,S1,-5.433569861823022,0.5091586002831062,-5.433569861823022,False
0,0.6583632421481544,0.12176854351862196,-0.9902017535311429,0.028393313717207096,S1,-5.855635560619771,0.4317294238655649,-5.855635560619771,False
0,0.658793997708772,0.07958862158884114,-1.0,0.0,S1,-5.16547263637904,0.5367921351870361,-5.16547263637904,False
0,0.6753790620995491,0.07097509766614873,-0.9959608205014091,0.016694517714365094,S1,-4.865961487223783,0.5524562090677765,-4.865961487223783,False
0,0.6515110391075027,0.04711599930177013,-1.0,0.0,S1,-4.45171781529546,0.6330293751195963,-4.45171781529546,False
0,0.6481348866483185,0.0,-0.9727282748415315,0.0,S1,-2.857519351135627,0.8786052664599618,-2.857519351135627,False
0,0.665118994036208,0.0,-0.9146949560560196,0.0,S1,-2.7949145547307968,0.8788068501281221,-2.7949145547307968,False
0,0.6419321577383619,0.0413693107200946,-0.8929344360941501,0.011181046876207688,S1,-4.138120325132251,0.6541198516211131,-4.138120325132251,False
0,0.6793141041237147,0.0,-0.9755955566028863,0.055297578504783826,S1,-2.802342453853133,0.8741604489086654,-2.802342453853133,False
0,0.6461149769339597,0.0,-0.9564707571731806,0.0946066990926284,S1,-2.678691025608358,0.8699025961751914,-2.678691025608358,False
0,0.6754639935820231,0.00939782599675932,-0.9707351611609604,0.14311333701899795,S1,-3.156495048449959,0.7953441706716697,-3.156495048449959,False
0,0.7059506058603425,0.0,-0.9514007849461016,0.0,S1,-2.8528931077536184,0.883758702461785,-2.8528931077536184,False
0,0.6383310773142112,0.0,-1.0,0.14583378431279054,S1,-2.6768777898052636,0.8667760531454555,-2.6768777898052636,False
0,0.7095874812553314,0.0,-0.9039807626741152,0.06846362047031335,S1,-2.8191559402003934,0.8712513850057958,-2.8191559402003934,False
