,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6660751133234184,0.07420226459466275,-0.9952875071398775,0.006881055910904796,S1,-4.810990725510894,0.5802124339877859,-4.810990725510894,False
0,0.6568197377141364,0.07066034897056021,-0.975246550464993,0.008380665763856076,S1,-5.00002917840908,0.5541994242538602,-5.00002917840908,False
0,0.6562050750387024,0.09314842870488357,-0.9789164550422681,0.03319178651956019,S1,-5.219033673061464,0.5239405530645886,-5.219033673061464,False
0,0.6791478225902916,0.07836870724488229,-0.9855162262488205,0.0,S1,-4.984836231897469,0.5376485283397583,-4.984836231897469,False
0,0.6702096209083006,0.02086726856669105,-0.9734409444724093,0.0,S1,-3.8208159156514236,0.7302208306124686,-3.8208159156514236,False
0,0.6923815338251013,0.0,-1.0,0.0,S1,-2.8517036775799878,0.8862544020361176,-2.8517036775799878,False
0,0.7234693244055709,0.0,-1.0,0.0,S1,-2.8008305995233376,0.8933271124584926,-2.8008305995233376,False
0,0.690411630031615,0.0,-1.0,0.062360316878480315,S1,-2.749015153334418,0.881204730602472,-2.749015153334418,False
0,0.7568351540007703,0.0,-1.0,0.0,S1,-2.7676011294701346,0.9001026971040256,-2.7676011294701346,False
0,0.741102427743865,0.0,-0.9487502870011787,0.0,S1,-2.886535763068861,0.8916456107875177,-2.886535763068861,False
0,0.7406598349329958,0.0,-1.0,0.09049605685856488,S1,-2.7164121670580648,0.8865852635690624,-2.7164121670580648,False
0,0.7895263428705422,0.005177281585334416,-0.986052764673565,0.0,S1,-2.8610808659931455,0.8772963129887024,-2.8610808659931455,False
0,0.764279336280152,0.0,-1.0,0.14740472860807285,S1,-2.604866715725416,0.8966104729668326,-2.604866715725416,False
0,0.8084766172808202,0.0,-1.0,0.10166381679233645,S1,-2.667805396412524,0.9058207040522035,-2.667805396412524,False
0,0.8170971580257361,0.025326680485269634,-0.9550152382023184,0.0,S1,-3.291072170579153,0.7936169784437015,-3.291072170579153,False
0,0.8434661904471968,0.0,-1.0,0.0955013746168068,S1,-2.607265682024083,0.9023795680726744,-2.607265682024083,False
