,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6570835952389186,0.08321276485861633,-1.0,0.0,S1,-5.298912858011839,0.5224963368669352,-5.298912858011839,False
0,0.6582582832475965,0.07283496525248737,-0.9814735787842083,0.0,S1,-4.86896212254076,0.5806908692130206,-4.86896212254076,False
0,0.6550872377534354,0.0662247120690637,-0.9801900617098356,0.03236931314752174,S1,-4.766326742895844,0.5827226776571142,-4.766326742895844,False
0,0.6726999309443014,0.08776405621542054,-0.9747648504460897,0.0,S1,-5.25942870781289,0.5168925973886455,-5.25942870781289,False
0,0.6566977016587726,0.04419162102981722,-1.0,0.0,S1,-4.435717759366222,0.6139134002468525,-4.435717759366222,False
0,0.6369166924062567,0.0,-1.0,0.0,S1,-2.858873017575573,0.87941887947652,-2.858873017575573,False
0,0.6097713638201339,0.0,-1.0,0.0,S1,-2.895659133381501,0.8739168721870996,-2.895659133381501,False
0,0.5879780633218584,0.0,-0.9661676165213164,0.0,S1,-2.920359348036186,0.8654549371540112,-2.920359348036186,False
0,0.6403939885988179,0.0,-0.9271986047658376,0.0,S1,-2.809708505330929,0.87489410937965,-2.809708505330929,False
0,0.6033177021332874,0.005505894977160995,-0.9116654665074116,0.04968615487944782,S1,-3.035836946482749,0.8098845952754994,-3.035836946482749,False
0,0.5717290644256106,0.0,-1.0,0.03348652554385393,S1,-2.6527683487050293,0.8636773489597955,-2.6527683487050293,False
0,0.5910439889096085,0.0,-1.0,0.10102950293576067,S1,-2.6862828951918374,0.8590782798174504,-2.6862828951918374,False
0,0.5417284972880454,0.0,-1.0,0.02298469471395953,S1,-2.916071144100391,0.8586361296448956,-2.916071144100391,False
0,0.5524479054785666,0.0,-1.0,0.13358743582569,S1,-2.5488519868008543,0.849011841826719,-2.5488519868008543,False
0,0.5109540615454199,0.0,-1.0,0.005670856930884316,S1,-2.633782472968879,0.8604673612045087,-2.633782472968879,False
0,0.48405523271122053,0.0,-1.0,0.050417334030664146,S1,-2.6547608154260764,0.8605453019552706,-2.6547608154260764,False
