,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6557474256389887,0.10533559594011387,-1.0,0.0,S1,-5.420309092027599,0.5241817034041005,-5.420309092027599,False
0,0.6604101552600388,0.12867731044555064,-0.9889916563159635,0.0,S1,-5.998983563910882,0.43441912336662936,-5.998983563910882,False
0,0.65930320593457,0.06652760422162428,-0.9934354715583155,0.0,S1,-4.724556032513865,0.5965662716623457,-4.724556032513865,False
0,0.6785065614746179,0.07345741627911123,-0.9934370887336552,0.0,S1,-4.725861210258765,0.6080361268382486,-4.725861210258765,False
0,0.6777081171308543,0.0,-1.0,0.0,S1,-2.897950139061517,0.8755618641213357,-2.897950139061517,False
0,0.7094152928696246,0.0,-1.0,0.0,S1,-2.8638366977177503,0.8818750265501616,-2.8638366977177503,False
0,0.7417474206476118,0.0,-1.0,0.0,S1,-2.8180451785613707,0.8894852564908389,-2.8180451785613707,False
0,0.7295283043722648,0.0,-0.9501955302641599,0.0,S1,-2.861751275947099,0.880486153698075,-2.861751275947099,False
0,0.7392823924228176,0.0,-1.0,0.05396211905718079,S1,-2.758937869057774,0.8867511450554477,-2.758937869057774,False
0,0.6948695709256971,0.0,-0.9450175658052415,0.06176154485628976,S1,-2.7756231754265484,0.8802650466145717,-2.7756231754265484,False
0,0.7755508367381868,0.0,-1.0,0.0,S1,-2.7612214322601116,0.8951179113620327,-2.7612214322601116,False
0,0.7734927846028621,0.0,-1.0,0.0953408982441695,S1,-2.691717588164087,0.8994173627717724,-2.691717588164087,False
0,0.8068201604048987,0.0,-0.9701249951209991,0.0017605750136340803,S1,-2.771781447534259,0.8978127263751545,-2.771781447534259,False
0,0.8329040382177064,0.0,-1.0,0.0,S1,-2.6608468935314447,0.9039121062537492,-2.6608468935314447,False
0,0.6461838937252169,0.0,-0.9464199815537105,0.02852914232755488,S1,-2.7722365077893776,0.875254412884313,-2.7722365077893776,False
0,0.8226195400571449,0.05429919725624613,-1.0,0.0,S1,-3.6394320283813424,0.7626657475057083,-3.6394320283813424,False
