,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6672321938781473,0.10482667822125577,-0.9860068716572581,0.021917509462967378,S1,-5.54665509197005,0.47999247095994957,-5.54665509197005,False
0,0.6549709395243632,0.09953365807415922,-0.9918531575805064,0.0009923834275871507,S1,-5.517704142430082,0.4667143249836565,-5.517704142430082,False
0,0.6787445331902062,0.08344710054846852,-1.0,0.0,S1,-5.083169931979703,0.5553971588352327,-5.083169931979703,False
0,0.6968143427195208,0.08276126985130328,-1.0,0.0,S1,-4.745286513612637,0.6058503557637207,-4.745286513612637,False
0,0.7081378886725215,0.11030127149866643,-1.0,0.0,S1,-5.118257725826658,0.5084826532069975,-5.118257725826658,False
0,0.7090517609474492,0.049986403827450905,-0.9865855715666143,0.00542063724142673,S1,-4.255926915044446,0.6563202164941524,-4.255926915044446,False
0,0.7195400857190091,0.0,-1.0,0.0,S1,-2.8760363787778767,0.8918881618914098,-2.8760363787778767,False
0,0.7505680926383672,0.0,-1.0,0.0,S1,-2.7945736488185995,0.8905254515245761,-2.7945736488185995,False
0,0.6883652430720918,0.0,-1.0,0.04439289858320183,S1,-2.8292242747719536,0.8760170933913575,-2.8292242747719536,False
0,0.7279004125898885,0.0,-1.0,0.08147737301728336,S1,-2.7782278376215057,0.8896572818840354,-2.7782278376215057,False
0,0.7200724700991907,0.0,-1.0,0.15707463818253575,S1,-2.589119312635554,0.8856215477273482,-2.589119312635554,False
0,0.6798183781833621,0.0,-1.0,0.1611600869112053,S1,-2.6198519447178983,0.8770073285605269,-2.6198519447178983,False
0,0.7824926815587777,0.0,-1.0,0.0,S1,-2.7810549398689015,0.8945630104325284,-2.7810549398689015,False
0,0.816791692863094,0.0,-1.0,0.0,S1,-2.7271801387003527,0.9070023280272504,-2.7271801387003527,False
0,0.8512855514023512,0.0,-1.0,0.0,S1,-2.6586180448213295,0.9051837362040762,-2.6586180448213295,False
0,0.7382551371675113,0.0,-0.9565774229270639,0.1420675102438081,S1,-2.7022346352520135,0.87855758606504,-2.7022346352520135,False
