,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6632531145063352,0.07416150007606144,-0.9932615341664727,0.00605242376978142,S1,-4.820365712366579,0.5748864199670396,-4.820365712366579,False
0,0.6729165871678239,0.06693594858903334,-0.9746047648296828,0.013917708253443786,S1,-4.627218878665484,0.6057218621200482,-4.627218878665484,False
0,0.6584964163542406,0.0720407590318777,-1.0,0.03374092347214473,S1,-4.862024255318891,0.5694765648624258,-4.862024255318891,False
0,0.6513783365046707,0.029776346758230293,-0.9777586673073821,0.026351982487177777,S1,-3.926819079914781,0.6898439959786191,-3.926819079914781,False
0,0.6683662023990447,0.0,-0.9461315560529527,0.0,S1,-2.842249095481171,0.8768587309870264,-2.842249095481171,False
0,0.664356593499587,0.0,-1.0,0.0,S1,-2.9149849559559717,0.8744972687034069,-2.9149849559559717,False
0,0.68707197094145,0.005897288858680534,-0.8966940734540455,0.0,S1,-3.204780748943488,0.8262101549348286,-3.204780748943488,False
0,0.6990805897009156,0.0,-1.0,0.0,S1,-2.881301593085071,0.8811388656209214,-2.881301593085071,False
0,0.7310535248134297,0.0,-1.0,0.0,S1,-2.8324513272002685,0.885683284232029,-2.8324513272002685,False
0,0.7628468479015789,0.0,-1.0,0.0,S1,-2.7960145965912324,0.8981094835906984,-2.7960145965912324,False
0,0.7903022477032757,0.0,-0.9696762705296984,0.0,S1,-2.784063486671285,0.8939458989565662,-2.784063486671285,False
0,0.747815412009551,0.0,-0.9113957849960176,0.0,S1,-2.875453851219079,0.8808893791793265,-2.875453851219079,False
0,0.714262372065511,0.0,-0.9997853409495214,0.06719856499002824,S1,-2.726086256289016,0.8824492860214649,-2.726086256289016,False
0,0.7719461406175588,0.03413638019509655,-0.9776006660909143,0.06744271191705441,S1,-3.5660024156234575,0.7380520691410182,-3.5660024156234575,False
0,0.8202395818384356,0.0,-1.0,0.0,S1,-2.714934006491943,0.9002345945678795,-2.714934006491943,False
0,0.8525930588364189,0.0,-1.0,0.0,S1,-2.664477895375698,0.9064753194579849,-2.664477895375698,False
