,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6743473682265368,0.07941491453786392,-1.0,0.0,S1,-4.85278838571084,0.5883624127992838,-4.85278838571084,False
0,0.682003578066169,0.0830501768115428,-0.9879337227443472,0.021348184525644798,S1,-4.8081754763963716,0.5835855600680657,-4.8081754763963716,False
0,0.6556414399782725,0.08575145585948236,-1.0,0.0,S1,-5.096531240464084,0.5440143928702961,-5.096531240464084,False
0,0.6708511579369907,0.10129415369660476,-0.9769470131297436,0.03426535502428236,S1,-5.406845299291376,0.4792326071461226,-5.406845299291376,False
0,0.6957043002545025,0.038349022515189735,-1.0,0.0,S1,-4.152180552809214,0.6679399886948882,-4.152180552809214,False
0,0.6776302283312297,0.0,-1.0,0.0,S1,-2.900112374740146,0.8768202939013068,-2.900112374740146,False
0,0.6386345703445745,0.0,-1.0,0.0,S1,-2.863756936638711,0.8792584767048842,-2.863756936638711,False
0,0.6771100619080097,0.0,-1.0,0.06413033426408543,S1,-2.6731571332758466,0.8791140813918683,-2.6731571332758466,False
0,0.6456583394959413,0.0,-0.9464072141527399,0.0,S1,-2.87291344457051,0.876396070337189,-2.87291344457051,False
0,0.6077405961081203,0.0,-1.0,0.0,S1,-2.8192844005232622,0.8748260713171937,-2.8192844005232622,False
0,0.6252688453771857,0.0,-0.8991236128300222,0.0,S1,-2.8780033521328567,0.8685229029581512,-2.8780033521328567,False
0,0.6538386603581182,0.01884824933801373,-0.9939493819981741,0.12413728514874778,S1,-3.368533156625565,0.7309568625610814,-3.368533156625565,False
0,0.5745562958939595,0.0,-1.0,0.0,S1,-2.8524107121300837,0.8688898189355428,-2.8524107121300837,False
0,0.5748144343659597,0.0,-1.0,0.06479197985318279,S1,-2.7524182845405045,0.8604430182011298,-2.7524182845405045,False
0,0.7230461658794313,0.002076417758087638,-0.9959982321881099,0.020088761976277417,S1,-2.9335648268910757,0.8655788928634592,-2.9335648268910757,False
0,0.5596613053559554,0.010955453088978101,-0.9421044920438484,0.016157419794856333,S1,-3.549267406653234,0.7492622969931308,-3.549267406653234,False
