,q,kappa,r,a_rho,criterion,fval,gval,fmax,Boundary
0,0.6666666666666666,0.1,-1.0,0.0,init,-5.5177452204098865,0.4779176386101408,-5.5177452204098865,False
0,0.8333333333333334,0.5,-0.9,1.0,init,-5.914290430413622,0.13756824208987484,-5.914290430413622,False
0,1.0,0.5,-0.6666666666666666,1.0,init,-4.243063905003302,0.47411518522614526,-4.243063905003302,False
0,0.6751912087319505,0.11947527930401912,-1.0,0.0,S1,-5.703669025270985,0.4554606273883264,-5.703669025270985,False
0,0.6590661345142824,0.08919607271869155,-0.9809154777255557,0.0,S1,-5.437723582496865,0.518342467583623,-5.437723582496865,False
0,0.6534915215264014,0.09581866240061317,-1.0,0.017352210381742377,S1,-5.270409680105073,0.5344463202898806,-5.270409680105073,False
0,0.6541268162048729,0.12214804428869419,-0.9818724263198477,0.002265505084594201,S1,-5.939785086708631,0.4420286271329106,-5.939785086708631,False
0,0.6752138769880411,0.06842318997796012,-1.0,0.020576411884056456,S1,-4.762399623296543,0.5605076353884557,-4.762399623296543,False
0,0.686141667181774,0.02984277911629837,-1.0,0.02973655638861307,S1,-3.9791414121362183,0.6925186416968097,-3.9791414121362183,False
0,0.6715479649039112,0.0,-1.0,0.0,S1,-2.909773699751566,0.8760059550713268,-2.909773699751566,False
0,0.6342073141779226,0.0,-1.0,0.0,S1,-2.818721372572696,0.87726846578542,-2.818721372572696,False
0,0.6332606464330273,0.0,-0.945994443359746,0.0,S1,-2.8590492509435608,0.8742677078635093,-2.8590492509435608,False
0,0.6234623509757855,0.0,-1.0,0.06087518698362049,S1,-2.7431001397539116,0.8732490334699337,-2.7431001397539116,False
0,0.5987642466346407,0.0,-1.0,0.0,S1,-2.8324784092642523,0.8724371371462314,-2.8324784092642523,False
0,0.5674525791738859,0.0,-1.0,0.0,S1,-2.6928463929894613,0.865801376840935,-2.6928463929894613,False
0,0.6047446170437424,0.012174550246452902,-0.9341518693244341,0.07349157741891929,S1,-3.433784490447135,0.7523682840432719,-3.433784490447135,False
0,0.5353912386781918,0.0,-1.0,0.0,S1,-2.9587274492630526,0.8592945696911174,-2.9587274492630526,False
0,0.5074789365448358,0.012662675078064066,-0.9783162787535877,0.0,S1,-3.8627866220430476,0.7062259578321304,-3.8627866220430476,False
0,0.5409599531615078,0.0,-1.0,0.07017641786650218,S1,-2.5659383470102606,0.8528627572980847,-2.5659383470102606,False
