-6.000000000000000000e+00,-3.000000000000000000e+00,7.302619531676097786e-01,7.271128174275508504e-01,7.239910813913262855e-01,8.561719429059345098e-04,-4.467610907916549357e-01,0.000000000000000000e+00,1.742103988221745392e-01,-1.000500877068105504e-01
-6.000000000000000000e+00,-2.684210526315789380e+00,7.300324744154487178e-01,7.268833897420459156e-01,7.237617125693972531e-01,8.576824217575434051e-04,-4.475904144321861122e-01,0.000000000000000000e+00,1.741520827373164715e-01,-1.001038333580424045e-01
-6.000000000000000000e+00,-2.368421052631578760e+00,7.298688011913501139e-01,7.267197640064364528e-01,7.235981396928558018e-01,8.605729620732526473e-04,-4.481904713291613440e-01,0.000000000000000000e+00,1.738590476604185142e-01,-1.002156868538008894e-01
-6.000000000000000000e+00,-2.052631578947368585e+00,7.297528790856414593e-01,7.266038808332456744e-01,7.234822991647136270e-01,8.625914139451018375e-04,-4.486201007610051139e-01,0.000000000000000000e+00,1.736551258060691216e-01,-1.004499469605603656e-01
-6.000000000000000000e+00,-1.736842105263157965e+00,7.296711719585742273e-01,7.265222034659268857e-01,7.234006541340677332e-01,8.640007921367008192e-04,-4.489254036433431572e-01,0.000000000000000000e+00,1.735130938638235476e-01,-1.009472256070964580e-01
-6.000000000000000000e+00,-1.421052631578947345e+00,7.296137626962657663e-01,7.264648158574373848e-01,7.233432899773389879e-01,8.649858976659891485e-04,-4.491412165626126884e-01,0.000000000000000000e+00,1.734140115343079103e-01,-1.020347633742829385e-01
-6.000000000000000000e+00,-1.105263157894736947e+00,7.295734921936485318e-01,7.264245604186422289e-01,7.233030508659242797e-01,8.656761760739893835e-04,-4.492932648148194597e-01,0.000000000000000000e+00,1.733447019135268274e-01,-1.045900050693960304e-01
-6.000000000000000000e+00,-7.894736842105265495e-01,7.295452491882070678e-01,7.263963273407516574e-01,7.232748286129915272e-01,8.661620532817295793e-04,-4.494002267575605836e-01,0.000000000000000000e+00,1.732960029252664791e-01,-1.120832075979212861e-01
-6.000000000000000000e+00,-4.736842105263159297e-01,7.295254152220650434e-01,7.263764993946425497e-01,7.232550073338226415e-01,8.665064951007964752e-04,-4.494754912080126119e-01,0.000000000000000000e+00,1.732615543221843191e-01,-1.267553997026892865e-01
-6.000000000000000000e+00,-1.578947368421053099e-01,7.295114460188879546e-01,7.263625332943014490e-01,7.232410448118552493e-01,8.667531527104663973e-04,-4.495285590204288750e-01,0.000000000000000000e+00,1.732369546406090366e-01,-9.794332265022123729e-02
-6.000000000000000000e+00,1.578947368421053099e-01,7.295015628253858075e-01,7.263526510743973930e-01,7.232311639233771627e-01,8.670469350320552607e-04,-4.495661173324648763e-01,0.000000000000000000e+00,1.732191720134394763e-01,-7.685631469048490039e-02
-6.000000000000000000e+00,4.736842105263154856e-01,7.294945280011976285e-01,7.263456157210120834e-01,7.232241283168858725e-01,8.673023693577750761e-04,-4.495928422544429037e-01,0.000000000000000000e+00,1.732061290363065553e-01,-6.114042482894140040e-02
-6.000000000000000000e+00,7.894736842105261054e-01,7.294894834352214641e-01,7.263405696189555449e-01,7.232190808969692908e-01,8.674938793550864653e-04,-4.496119880495506593e-01,0.000000000000000000e+00,1.731964085021736599e-01,-4.920111629726895558e-02
-6.000000000000000000e+00,1.105263157894736281e+00,7.294858352500761534e-01,7.263369192773633243e-01,7.232154285750413969e-01,8.676399170607346613e-04,-4.496258132105427352e-01,0.000000000000000000e+00,1.731890451170265965e-01,-3.996083549160733134e-02
-6.000000000000000000e+00,1.421052631578946901e+00,7.294831723698572690e-01,7.263342539132651154e-01,7.232127608715314127e-01,8.677530716489223342e-04,-4.496358842471129269e-01,0.000000000000000000e+00,1.731833796297730099e-01,-3.268881727323104391e-02
