-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00
-4.243063905003301883e+00,-3.533933336572579798e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-2.728209901435304729e+00,-2.972666410552529559e+00,-2.858253825126842340e+00,-2.776897598033199799e+00,-2.897871715206528531e+00,-3.295049807122973018e+00,-2.765275629443587846e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-2.762496614589657895e+00,-4.243063905003301883e+00,-2.828782905272656745e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-3.533933336572579798e+00,-2.823656179513856390e+00
-2.705055041958583040e+00,-2.705223573229315281e+00,-2.637161066049260594e+00,-2.796981010190555228e+00,-2.612016002195664210e+00,-2.735275764249012642e+00,-2.762211511220141080e+00,-2.776897598033199799e+00,-2.789822193991424282e+00,-2.753718458913710254e+00,-2.536181857513236881e+00,-2.638378789978519823e+00,-2.702132018318944784e+00,-2.561372758505515268e+00,-4.243063905003301883e+00,-2.664662968922196118e+00,-2.796981010190555228e+00,-2.637161066049260594e+00,-2.705223573229315281e+00,-2.638710409421690883e+00
-2.621820710760084161e+00,-2.705223573229315281e+00,-2.576257304621855759e+00,-2.653107462772572589e+00,-2.591987558877959952e+00,-2.649215541334848378e+00,-2.731646824461368084e+00,-2.747751385857887474e+00,-2.789822193991424282e+00,-2.637590766119371821e+00,-2.536181857513236881e+00,-2.563670179849745434e+00,-2.673723149942259791e+00,-1.593416525038923170e+00,-2.778711928737732872e+00,-2.651615545330009205e+00,-2.565170542470729398e+00,-2.572588478883404584e+00,-2.705223573229315281e+00,-2.455243864397406384e+00
-2.550271097581699120e+00,-2.668156321090962457e+00,-2.576257304621855759e+00,-2.546473023277936676e+00,-2.570547376108165416e+00,-2.583137118169612556e+00,-2.648961687774200602e+00,-2.626878127075752634e+00,-2.602154422048208016e+00,-2.637590766119371821e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.555157521008070809e+00,-4.784762322500141218e-01,-2.747572483342789695e+00,-2.651615545330009205e+00,-2.429052293710909805e+00,-2.572588478883404584e+00,-2.596961362579118138e+00,-2.444255006152849408e+00
-2.550271097581699120e+00,-2.667601479159446232e+00,-2.547393063096782484e+00,-2.546473023277936676e+00,-2.389296623071396564e+00,-2.484956271136221417e+00,-2.614644846181735538e+00,-2.585981647423376550e+00,-2.582878305945411235e+00,-2.508640739432912881e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.479424549740476547e+00,-4.784762322500141218e-01,-2.592152532397999920e+00,-2.644369250336076504e+00,-2.429052293710909805e+00,-2.525291867390460521e+00,-2.592749253203260551e+00,-2.444255006152849408e+00
-2.529548433759480019e+00,-2.667601479159446232e+00,-2.526931994324661535e+00,-2.546473023277936676e+00,-2.385443353577564984e+00,-2.484956271136221417e+00,-2.554318830657412054e+00,-2.585981647423376550e+00,-2.582878305945411235e+00,-2.459445095914020385e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.479424549740476547e+00,-4.784762322500141218e-01,-2.592152532397999920e+00,-2.627462008950906203e+00,-2.429052293710909805e+00,-2.415219808090683262e+00,-2.592749253203260551e+00,-2.444255006152849408e+00
-2.529548433759480019e+00,1.643043468863123469e+00,-2.526931994324661535e+00,-2.546473023277936676e+00,-2.385443353577564984e+00,-2.484956271136221417e+00,-1.862096252684408981e-01,-2.585981647423376550e+00,-1.124899894571375514e+00,1.417196225872669135e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.479424549740476547e+00,1.692235785139718507e+00,-2.592152532397999920e+00,-2.627462008950906203e+00,1.526982501340837795e+00,-2.415219808090683262e+00,-2.592749253203260551e+00,-2.444255006152849408e+00
-2.529548433759480019e+00,1.643043468863123469e+00,5.984003868811451632e-01,-2.546473023277936676e+00,-2.385443353577564984e+00,-2.484956271136221417e+00,1.599573992265212130e+00,-2.585981647423376550e+00,-1.059894957176299890e+00,1.516846165922987266e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.479424549740476547e+00,1.692235785139718507e+00,-2.592152532397999920e+00,-2.627462008950906203e+00,1.589326092976174554e+00,-2.415219808090683262e+00,-2.592749253203260551e+00,-2.444255006152849408e+00
-2.485986115635665517e+00,1.643043468863123469e+00,1.129104996680561523e+00,-2.485856743367080846e+00,-2.385443353577564984e+00,-2.484956271136221417e+00,1.599573992265212130e+00,-2.585981647423376550e+00,-8.342086395337418026e-01,1.516846165922987266e+00,-2.446362204884733771e+00,-2.524805916228075375e+00,-2.479424549740476547e+00,1.692235785139718507e+00,-2.592152532397999920e+00,-2.114833168947324538e+00,1.758861255020349956e+00,-2.389699030169812222e+00,-2.574837313480478507e+00,-2.384877835585300865e+00
