-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00
-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-4.243063905003301883e+00
-2.825559866014946575e+00,-2.836234979655000377e+00,-4.243063905003301883e+00,-4.243063905003301883e+00,-2.846521444911938481e+00
-2.693061383812680898e+00,-2.613754988787405864e+00,-2.779172992388414976e+00,-2.854463127555142865e+00,-2.598466407439254056e+00
-2.535974430148673520e+00,-2.512960534492914455e+00,-2.650959078995419826e+00,-2.661101892657472767e+00,-2.485940723224070670e+00
-2.520434851087955064e+00,-2.512960534492914455e+00,-2.549561589174107912e+00,-2.619457513373675717e+00,-2.427011894580525464e+00
-2.520434851087955064e+00,-2.512960534492914455e+00,-2.522405436226622832e+00,-2.580813781449290634e+00,-2.427011894580525464e+00
-2.520434851087955064e+00,-2.441193101654446806e+00,-2.494467366494975025e+00,-2.568597656081374137e+00,-3.545124753169415222e-01
-2.426663517880347953e+00,-2.441193101654446806e+00,-2.319497184346087870e+00,-2.543979845805949491e+00,-3.545124753169415222e-01
-2.308432625741455801e+00,-2.415585867858911939e+00,-2.286986005178147874e+00,-2.481950031107213128e+00,-2.489245618874708077e-01
-2.308432625741455801e+00,-2.327551232723637398e+00,-2.286986005178147874e+00,-2.481950031107213128e+00,-2.489245618874708077e-01
-2.308432625741455801e+00,-2.314864368630018987e+00,-2.286986005178147874e+00,-2.481950031107213128e+00,-2.489245618874708077e-01
-2.289165422053295540e+00,-2.314864368630018987e+00,-2.259809108705582048e+00,-2.347780020952207281e+00,-2.489245618874708077e-01
-2.263755258772849555e+00,-2.314864368630018987e+00,-2.259809108705582048e+00,-2.347780020952207281e+00,1.693161885955785095e+00
-2.263755258772849555e+00,-2.279573592582147423e+00,-2.259809108705582048e+00,-2.347780020952207281e+00,1.693161885955785095e+00
-2.263755258772849555e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.340800462882396626e+00,1.693161885955785095e+00
-2.242594309471465319e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.272104500932508486e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.272104500932508486e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.272104500932508486e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.272104500932508486e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259809108705582048e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.259396515354798129e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.242404135018932987e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.242404135018932987e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.230793522605132750e+00,-2.173542923423520623e+00,-2.247772813555978466e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
-2.209730087120772790e+00,-2.224958497612684827e+00,-2.173542923423520623e+00,-2.220414903787210292e+00,1.693161885955785095e+00
