0.000000000000000000e+00,1.000000000000000021e-02,8.752602163419530568e-01,8.749979645504262216e-01,8.747424987779122141e-01,3.901683803833927433e-02,-1.408076198764282305e-01
0.000000000000000000e+00,5.357894736842105932e-01,6.358189118291504016e-01,6.209568561216147753e-01,6.102631846370045743e-01,5.765253821895879316e-01,-1.544429637158795776e+00
0.000000000000000000e+00,1.061578947368421177e+00,6.308240807640548287e-01,6.142265428271621586e-01,6.034728520990118028e-01,6.356568918851098760e-01,-1.672623668228648386e+00
0.000000000000000000e+00,1.587368421052631762e+00,6.281133661281664837e-01,6.106106448585801871e-01,5.998832956058504084e-01,6.658649206515070418e-01,-1.744858563098157234e+00
0.000000000000000000e+00,2.113157894736842124e+00,6.263844489473481270e-01,6.082919284478804922e-01,5.974765836782671702e-01,6.859223076124739693e-01,-1.795260263113667598e+00
0.000000000000000000e+00,2.638947368421052708e+00,6.250464835308008338e-01,6.065199160834928716e-01,5.956860294417665180e-01,7.008196359692786537e-01,-1.833869607588640704e+00
0.000000000000000000e+00,3.164736842105263293e+00,6.240440111451064364e-01,6.051696645883745118e-01,5.942706773052487401e-01,7.126159428914650151e-01,-1.865100717002391884e+00
0.000000000000000000e+00,3.690526315789473877e+00,6.232202433264870667e-01,6.041041696760662827e-01,5.931080472453434949e-01,7.223384213301944357e-01,-1.891245778009730705e+00
0.000000000000000000e+00,4.216315789473684461e+00,6.224913818055746173e-01,6.031252868973221437e-01,5.921247389217315638e-01,7.306013830101742990e-01,-1.913724133633612601e+00
0.000000000000000000e+00,4.742105263157895045e+00,6.218476195027959896e-01,6.022648645614098184e-01,5.912764549961068150e-01,7.377608537365708541e-01,-1.933387881445930434e+00
0.000000000000000000e+00,5.267894736842105630e+00,6.212814495765383027e-01,6.015281581149631851e-01,5.905327488765661492e-01,7.440637885978996779e-01,-1.950838476120340337e+00
0.000000000000000000e+00,5.793684210526316214e+00,6.207490899136147711e-01,6.008424292490790464e-01,5.898724453623374053e-01,7.496885184203999630e-01,-1.966504412581331351e+00
0.000000000000000000e+00,6.319473684210526798e+00,6.203198794768434166e-01,6.002499574009638739e-01,5.892795174420828452e-01,7.547544014823902581e-01,-1.980705441264878353e+00
0.000000000000000000e+00,6.845263157894737382e+00,6.199012066171194490e-01,5.997153525203227087e-01,5.887436465514536144e-01,7.593633945912442451e-01,-1.993679348297571208e+00
0.000000000000000000e+00,7.371052631578947967e+00,6.195270571091904266e-01,5.992382835955214482e-01,5.882574386752761342e-01,7.635835028439582617e-01,-2.005609188115835551e+00
0.000000000000000000e+00,7.896842105263158551e+00,6.191795350245387075e-01,5.987884351116714576e-01,5.878120248482758825e-01,7.674732804305882672e-01,-2.016643465987655759e+00
0.000000000000000000e+00,8.422631578947369135e+00,6.188612905627938199e-01,5.983428432616153536e-01,5.874013907369184384e-01,7.710778623884554372e-01,-2.026900040339625786e+00
0.000000000000000000e+00,8.948421052631578831e+00,6.185696681961182497e-01,5.979715590359820920e-01,5.870208320076066855e-01,7.744328765021372130e-01,-2.036474041368661059e+00
0.000000000000000000e+00,9.474210526315790304e+00,6.183153507519569825e-01,5.976514556412356738e-01,5.866664508246445253e-01,7.775683652970073467e-01,-2.045446825679847258e+00
0.000000000000000000e+00,1.000000000000000000e+01,6.180197498498820607e-01,5.972702068541310139e-01,5.863353928068013587e-01,7.805155275969261064e-01,-2.053885394204293391e+00
3.157894736842105088e-01,1.000000000000000021e-02,9.047984212383549663e-01,9.045789595207907041e-01,9.043693802567150941e-01,3.021144429165653622e-02,-1.175006067414816058e-01
